"",INFORMATION TECHNOLOGY[Full Time] (Generated on 05/06/2023 09:17 PM)
"",Course Code Course
ITT301,WEB APPLICATION DEVELOPMENT
ITT303,OPERATING SYSTEM CONCEPTS
ITT305,DATA COMMUNICATION AND NETWORKING
ITT307,FORMAL LANGUAGES AND AUTOMATA THEORY
ITT309,MANAGEMENT FOR SOFTWARE ENGINEERS
MCN301,DISASTER MANAGEMENT
ITL331,OPERATING SYSTEM AND NETWORK PROGRAMMING
"",LAB
ITL333,WEB APPLICATION DEVELOPMENT LAB
Register No,,Course Code (Grade)
TRV20EE031,"HUT300(C+), MCN301(A), EET301(B), EET303(C), EET305(D), EET307(C+), EEL331(A),EEL333(A)"
TRV20EE032,"HUT300(B), MCN301(B+), EET301(B+), EET303(C+), EET305(C), EET307(B), EEL331(A+),EEL333(S)"
TRV20EE033,"HUT300(F), MCN301(P), EET301(F), EET303(F), EET305(P), EET307(F), EEL331(C), EEL333(C)"
TRV20EE034,"HUT300(P), MCN301(B+), EET301(D), EET303(C), EET305(C), EET307(C+), EEL331(C),EEL333(B+)"
TRV20EE035,"HUT300(B+), MCN301(B), EET301(A), EET303(A), EET305(C+), EET307(A), EEL331(S),EEL333(S)"
TRV20EE036,"HUT300(P), MCN301(C+), EET301(D), EET303(F), EET305(F), EET307(F), EEL331(C),EEL333(B)"
TRV20EE037,"HUT300(D), MCN301(P), EET301(P), EET303(D), EET305(B+), EET307(P), EEL331(A),EEL333(A)"
TRV20EE038,"HUT300(C), MCN301(C), EET301(C), EET303(D), EET305(F), EET307(D), EEL331(B+),EEL333(A+)"
TRV20EE039,"HUT300(C+), MCN301(A+), EET301(C+), EET303(C), EET305(B+), EET307(B+), EEL331(S),EEL333(A+)"
TRV20EE040,"HUT300(B+), MCN301(C), EET301(S), EET303(A), EET305(A+), EET307(B+), EEL331(S),EEL333(S)"
TRV20EE041,"HUT300(B), MCN301(P), EET301(C+), EET303(B+), EET305(B+), EET307(A), EEL331(A+),EEL333(S)"
TRV20EE042,"HUT300(C), MCN301(C), EET301(D), EET303(D), EET305(F), EET307(P), EEL331(A),EEL333(A)"
TRV20EE043,"HUT300(C), MCN301(P), EET301(C+), EET303(B), EET305(C), EET307(C), EEL331(A+),EEL333(A)"
TRV20EE044,"HUT300(F), MCN301(P), EET301(F), EET303(F), EET305(F), EET307(F), EEL331(F), EEL333(F)"
TRV20EE045,"HUT300(B), MCN301(D), EET301(B+), EET303(C), EET305(B), EET307(A), EEL331(A),EEL333(B+)"
TRV20EE046,"HUT300(F), MCN301(F), EET301(F), EET303(F), EET305(F), EET307(F), EEL331(F), EEL333(F)"
TRV20EE047,"HUT300(A+), MCN301(F), EET301(A+), EET303(S), EET305(S), EET307(A), EEL331(S),EEL333(S)"
TRV20EE048,"HUT300(C), MCN301(P), EET301(P), EET303(F), EET305(F), EET307(F), EEL331(P), EEL333(D)"
TRV20EE049,"HUT300(D), MCN301(P), EET301(C), EET303(F), EET305(P), EET307(D), EEL331(Withheld),EEL333(D)"
TRV20EE050,"HUT300(D), MCN301(A), EET301(D), EET303(P), EET305(D), EET307(P), EEL331(A),EEL333(A+)"
TRV20EE051,"HUT300(D), MCN301(C), EET301(D), EET303(P), EET305(D), EET307(F), EEL331(A+),EEL333(A)"
TRV20EE052,"HUT300(B), MCN301(B+), EET301(S), EET303(S), EET305(A+), EET307(A), EEL331(S),EEL333(S)"
TRV20EE053,"HUT300(C+), MCN301(B), EET301(B+), EET303(C), EET305(B), EET307(C), EEL331(A+),EEL333(S)"
TRV20EE054,"HUT300(B), MCN301(D), EET301(A+), EET303(B), EET305(B), EET307(B), EEL331(S),EEL333(S)"
TRV20EE055,"HUT300(C+), MCN301(P), EET301(B), EET303(C+), EET305(B), EET307(B+), EEL331(S),EEL333(S)"
TRV20EE056,"HUT300(P), MCN301(P), EET301(F), EET303(P), EET305(F), EET307(F), EEL331(F), EEL333(D)"
TRV20EE057,"HUT300(C+), MCN301(P), EET301(D), EET303(C+), EET305(D), EET307(D), EEL331(B),EEL333(B+)"
TRV20EE058,"HUT300(F), MCN301(C), EET301(F), EET303(F), EET305(F), EET307(F), EEL331(F), EEL333(C)"
TRV20EE059,"HUT300(C+), MCN301(A+), EET301(B), EET303(A), EET305(S), EET307(B+), EEL331(S),EEL333(S)"
TRV20EE060,"HUT300(C), MCN301(B), EET301(D), EET303(D), EET305(D), EET307(F), EEL331(A),EEL333(B)"
TRV20EE061,"HUT300(C+), MCN301(B), EET301(C+), EET303(C), EET305(C+), EET307(D), EEL331(A+),EEL333(A+)"
TRV20EE062,"HUT300(C), MCN301(A), EET301(B), EET303(B+), EET305(C+), EET307(A), EEL331(A+),EEL333(S)"
TRV20EE063,"HUT300(C+), MCN301(B), EET301(B+), EET303(C), EET305(B+), EET307(B+), EEL331(A+),EEL333(A+)"
TRV20EE064,"HUT300(D), MCN301(C+), EET301(D), EET303(F), EET305(D), EET307(D), EEL331(B),EEL333(S)"
TRV20EE065,"HUT300(F), MCN301(C), EET301(D), EET303(F), EET305(F), EET307(F), EEL331(Withheld),EEL333(C)"
WYD19EE038,HUT300(A)
MECHANICAL ENGINEERING[Full Time] (Generated on 05/06/2023 09:17 PM),
Course Code,Course
MET301,MECHANICS OF MACHINERY
MET303,THERMAL ENGINEERING
MET305,INDUSTRIAL AND SYSTEMS ENGINEERING
MET307,MACHINE TOOLS AND METROLOGY
HUT310,MANAGEMENT FOR ENGINEERS
MCN301,DISASTER MANAGEMENT
MEL331,MACHINE TOOLS LAB-II
MEL333,THERMAL ENGINEERING LAB - I
Register No,Course Code (Grade)
LTRV19ME063,MET301(P)
LTRV19ME064,MET303(F)
LTRV20ME068,"HUT310(D), MCN301(D), MEL333(S), MET301(F), MET303(P), MET305(D), MET307(F),MEL331(A+)"
LTRV20ME069,"HUT310(P), MCN301(F), MEL333(S), MET301(P), MET303(F), MET305(F), MET307(C),MEL331(S)"
